rhc,10,2246,1.6112279999999998E-4,sa,10,1924,7.45298E-5,ga,10,2815,0.0036616800000000005,mimic,10,3539,0.0484924336
rhc,100,3016,4.83508E-5,sa,100,1905,3.36421E-5,ga,100,3321,0.011049361800000001,mimic,100,3483,0.1632964609
